Country,ASN,TTL,IP,Domain,Organization,Registrar,TLD,SLD,entropy,num%,length,state,creation_date,expiration_date,registar,organization,domain_age,creation_date_year,creation_date_month,creation_date_day,domain_lifespan
US,36444.0,2825,208.86.254.98,www.collection.no.,,,no,www.collection,3.0441104177484006,0.0,15,,2015-06-30 00:00:00.000,2022-05-01 00:00:00.000,,,2497,2015,6,30,2497
US,13335.0,299,104.24.118.132,www67.ofertassemanasnocupom2019.com.,,,com,www67.ofertassemanasnocupom2019,4.120635070586274,0.1666666666666666,32,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
RO,49468.0,14399,91.213.11.185,www.cazanele-dunarii.ro.,,Instra Corporation Pty Ltd,ro,www.cazanele-dunarii,3.6572682296173897,0.0,21,,2017-08-09 00:00:00.000,2022-08-08 00:00:00.000,Instra Corporation Pty Ltd,,1726,2017,8,9,1825
RO,49468.0,14399,91.213.11.185,cazanele-dunarii.ro.,,Instra Corporation Pty Ltd,ro,cazanele-dunarii,3.5841837197791886,0.0,17,,2017-08-09 00:00:00.000,2022-08-08 00:00:00.000,Instra Corporation Pty Ltd,,1726,2017,8,9,1825
RO,49468.0,14399,91.213.11.185,cazanele-dunarii.ro.,,Instra Corporation Pty Ltd,ro,cazanele-dunarii,3.5841837197791886,0.0,17,,2017-08-09 00:00:00.000,2022-08-08 00:00:00.000,Instra Corporation Pty Ltd,,1726,2017,8,9,1825
US,54290.0,14399,23.254.161.175,theoutside.rs.,,Stanco d.o.o.,rs,theoutside,3.235926350629033,0.0,11,,2022-05-01 00:00:00.000,2023-02-20 01:00:28.000,Gransy d.o.o.,,0,2022,5,1,295
ZA,328239.0,3599,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,328239.0,3598,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.28.13.78,gametimeeventmarketing.live.,,,live,gametimeeventmarketing,3.386839296671272,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.28.13.78,gametimeeventmarketing.live.,,,live,gametimeeventmarketing,3.386839296671272,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.28.13.78,gametimeeventmarketing.live.,,,live,gametimeeventmarketing,3.386839296671272,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.28.13.78,gametimeeventmarketing.live.,,,live,gametimeeventmarketing,3.386839296671272,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,598,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,597,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,598,93.158.239.35,secure.runescape.com-so.cz.,,,cz,secure.runescape.com-so,3.4676694465277857,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,8075.0,107,52.109.6.10,forms.office.com.,,,com,forms.office,3.0130709291038453,0.0,13,WA,1999-04-20 04:00:00.000,2023-04-20 04:00:00.000,"MarkMonitor, Inc.",Microsoft Corporation,8411,1999,4,20,8766
US,46606.0,12954,50.116.87.44,worldlav.com.br.,,,com.br,worldlav,3.327819531114783,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,14061.0,59,159.65.203.171,bc1.duckdns.org.,,,duckdns.org,bc1,3.452819531114783,0.0625,4,Paris,2013-04-12 19:58:56.000,2029-04-12 19:58:56.000,GANDI SAS,,3305,2013,4,12,5844
RO,5588.0,14399,89.40.17.17,bucharesttour.eu.,,,eu,bucharesttour,3.337175341123077,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
VG,40034.0,299,208.91.197.7,hydarognatics.com.,,,com,hydarognatics,3.725480556997868,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,395409.0,3599,198.51.233.2,mbank-account.neocities.org.,,,org,mbank-account.neocities,3.842370993177109,0.0,24,Capital Region,2013-05-24 01:33:01.000,2029-05-24 01:33:01.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,3263,2013,5,24,5844
ZA,37611.0,7199,154.0.165.113,tyredev.co.za.,,,co.za,tyredev,3.3248629576173574,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,37611.0,7199,154.0.165.113,tyredev.co.za.,,,co.za,tyredev,3.3248629576173574,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,396982.0,272,67.199.248.10,bit.ly.,,,ly,bit,2.521640636343318,0.0,4,NY,2008-05-17 22:00:00.000,2032-05-17 22:00:00.000,Libyan Spider Network (int),Bitly,5096,2008,5,17,8766
US,13335.0,299,104.31.91.200,tvlicensing.work.,,,work,tvlicensing,3.734521664779752,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,52000.0,155,91.224.140.71,gg.gg.,,,gg,,0.9182958340544896,0.0,1,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,54113.0,299,151.101.65.195,jim-once.firebaseapp.com.,,,firebaseapp.com,jim-once,3.7834651896016473,0.0,9,CA,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,"MarkMonitor, Inc.",Google LLC,3484,2012,10,15,3652
US,54113.0,299,151.101.65.195,jim-once.firebaseapp.com.,,,firebaseapp.com,jim-once,3.7834651896016473,0.0,9,,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,MarkMonitor Inc.,,3484,2012,10,15,3652
US,54113.0,299,151.101.65.195,sauguo-maro.firebaseapp.com.,,,firebaseapp.com,sauguo-maro,3.753434386188785,0.0,12,,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,MarkMonitor Inc.,,3484,2012,10,15,3652
US,54113.0,299,151.101.65.195,sauguo-maro.firebaseapp.com.,,,firebaseapp.com,sauguo-maro,3.753434386188785,0.0,12,,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,MarkMonitor Inc.,,3484,2012,10,15,3652
US,54113.0,299,151.101.65.195,gino-maren.firebaseapp.com.,,,firebaseapp.com,gino-maren,3.782122224145306,0.0,11,,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,MarkMonitor Inc.,,3484,2012,10,15,3652
US,54113.0,299,151.101.65.195,gino-maren.firebaseapp.com.,,,firebaseapp.com,gino-maren,3.782122224145306,0.0,11,,2012-10-15 18:12:22.000,2022-10-15 18:12:22.000,MarkMonitor Inc.,,3484,2012,10,15,3652
NL,60503.0,599,93.158.239.35,secure.runescape.com-l.cz.,,,cz,secure.runescape.com-l,3.5465935642949376,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-l.cz.,,,cz,secure.runescape.com-l,3.5465935642949376,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-l.cz.,,,cz,secure.runescape.com-l,3.5465935642949376,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,598,93.158.239.35,secure.runescape.com-l.cz.,,,cz,secure.runescape.com-l,3.5465935642949376,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,55293.0,14398,70.32.23.13,www.campustree.org.,,,org,www.campustree,3.536886723742167,0.0,15,Tamil Nadu,2019-04-05 17:28:09.000,2023-04-05 17:28:09.000,"GoDaddy.com, LLC",CAMPUSTREE EDU SOLUTIONS,1121,2019,4,5,1461
US,55293.0,14398,70.32.23.13,www.campustree.org.,,,org,www.campustree,3.536886723742167,0.0,15,Tamil Nadu,2019-04-05 17:28:09.000,2023-04-05 17:28:09.000,"GoDaddy.com, LLC",CAMPUSTREE EDU SOLUTIONS,1121,2019,4,5,1461
US,55293.0,14371,70.32.23.13,www.campustree.org.,,,org,www.campustree,3.536886723742167,0.0,15,Tamil Nadu,2019-04-05 17:28:09.000,2023-04-05 17:28:09.000,"GoDaddy.com, LLC",CAMPUSTREE EDU SOLUTIONS,1121,2019,4,5,1461
US,55293.0,14368,70.32.23.13,www.campustree.org.,,,org,www.campustree,3.536886723742167,0.0,15,Tamil Nadu,2019-04-05 17:28:09.000,2023-04-05 17:28:09.000,"GoDaddy.com, LLC",CAMPUSTREE EDU SOLUTIONS,1121,2019,4,5,1461
US,55293.0,14371,70.32.23.13,www.campustree.org.,,,org,www.campustree,3.536886723742167,0.0,15,Tamil Nadu,2019-04-05 17:28:09.000,2023-04-05 17:28:09.000,"GoDaddy.com, LLC",CAMPUSTREE EDU SOLUTIONS,1121,2019,4,5,1461
TR,51559.0,13834,95.173.179.118,www.vamikvolkan.net.,,,net,www.vamikvolkan,3.446439344671015,0.0,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.140.126,chrisdowns.co.nz.,,Metaname,co.nz,chrisdowns,3.337175341123077,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,24446.0,179,202.124.241.203,carkitinstalls.com.au.,,,com.au,carkitinstalls,3.5726236638951634,0.0,15,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,24446.0,179,202.124.241.203,carkitinstalls.com.au.,,,com.au,carkitinstalls,3.5726236638951634,0.0,15,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,192.185.103.105,rise.edu.pk.,,,edu.pk,rise,3.0220552088742,0.0,5,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38719.0,14399,163.47.72.161,www.afterwork.com.au.,,,com.au,www.afterwork,3.3446983751597124,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.155.188,www71.logicadoanodepedidosonline.com.,,,com,www71.logicadoanodepedidosonline,3.769339513868294,0.054054054054054,33,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.155.188,www36.logicadoanodepedidosonline.com.,,,com,www36.logicadoanodepedidosonline,3.769339513868294,0.054054054054054,33,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.24.126.119,www47.melhoresofertasparavoce.com.,,,com,www47.melhoresofertasparavoce,3.881005488054637,0.0588235294117647,30,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,services.runescape.com-fl.cz.,,,cz,services.runescape.com-fl,3.797467632984005,0.0,26,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,services.runescape.com-fl.cz.,,,cz,services.runescape.com-fl,3.797467632984005,0.0,26,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BG,32475.0,599,109.199.123.185,aeroworxsa.co.za.,,,co.za,aeroworxsa,3.1307179879273748,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,328239.0,3599,102.177.158.224,kotze-groep.co.za.,,,co.za,kotze-groep,3.419381945646371,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BR,16735.0,3599,200.187.175.17,camposcasadovidro.com.br.,,,com.br,camposcasadovidro,3.433269689515108,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,31624.0,299,195.20.43.110,yungteam.tk.,,,tk,yungteam,3.2516291673878226,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,63949.0,1839,198.74.50.19,www.awardspace.com.,,,com,www.awardspace,3.2210972500579564,0.0,15,,2004-09-17 01:00:42.000,2022-09-17 01:00:42.000,Tucows Domains Inc.,,6434,2004,9,17,6574
US,11377.0,89,167.89.123.16,u10832685.ct.sendgrid.net.,,,net,u10832685.ct.sendgrid,4.008132025833399,0.3076923076923077,22,Colorado,2009-04-20 09:09:23.000,2026-04-20 09:09:23.000,"GoDaddy.com, LLC","SendGrid, Inc",4758,2009,4,20,6209
US,13335.0,281,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,276,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
NL,60503.0,599,93.158.239.35,services.runescape.com-so.cz.,,,cz,services.runescape.com-so,3.616601684782745,0.0,26,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,services.runescape.com-so.cz.,,,cz,services.runescape.com-so,3.616601684782745,0.0,26,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,599,93.158.239.35,secure.runescape.com-a.cz.,,,cz,secure.runescape.com-a,3.469670487371861,0.0,23,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,26496.0,41,45.40.140.1,x.co.,,,co,x,1.9219280948873625,0.0,2,Arizona,2010-04-23 07:10:05.000,2026-04-22 23:59:59.000,"GoDaddy.com, LLC","Go Daddy Operating Company, LLC",4390,2010,4,23,5843
NL,31624.0,299,195.20.43.110,yungteam.tk.,,,tk,yungteam,3.2516291673878226,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.141.126,chrisdowns.co.nz.,,Metaname,co.nz,chrisdowns,3.337175341123077,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,50.116.112.169,chiesautomoveis.com.br.,,,com.br,chiesautomoveis,3.675310868912364,0.0,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,328239.0,3599,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,24446.0,14399,27.121.66.48,spudrocket.com.au.,,,com.au,spudrocket,3.5724312513221195,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,24446.0,14399,27.121.66.48,spudrocket.com.au.,,,com.au,spudrocket,3.5724312513221195,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.154.188,www40.logicadoanodepedidosonline.com.,,,com,www40.logicadoanodepedidosonline,3.769339513868294,0.054054054054054,33,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,16509.0,14399,3.105.117.92,www.learnerdiver.com.au.,,,com.au,www.learnerdiver,3.5739348962840563,0.0,17,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,8075.0,29,52.165.129.203,deliverytracking123456.azurewebsites.net.,,,azurewebsites.net,deliverytracking123456,4.369031882350259,0.1463414634146341,23,WA,2012-01-24 18:43:51.000,2023-01-24 18:43:51.000,"MarkMonitor, Inc.",Microsoft Corporation,3749,2012,1,24,4018
GB,20738.0,3599,79.170.40.37,www.florasecret.com.ua.,,ua.imena,com.ua,www.florasecret,3.5342190211803413,0.0,16,,1995-11-05 00:00:00.000,2022-05-01 00:00:00.000,,,9674,1995,11,5,9674
GB,20738.0,3599,79.170.40.37,florasecret.com.ua.,,ua.imena,com.ua,florasecret,3.471354487013929,0.0,12,,1995-11-05 00:00:00.000,2022-05-01 00:00:00.000,,,9674,1995,11,5,9674
GB,20738.0,3596,79.170.40.37,www.florasecret.com.ua.,,ua.imena,com.ua,www.florasecret,3.5342190211803413,0.0,16,,1995-11-05 00:00:00.000,2022-05-01 00:00:00.000,,,9674,1995,11,5,9674
GB,20738.0,3596,79.170.40.37,florasecret.com.ua.,,ua.imena,com.ua,florasecret,3.471354487013929,0.0,12,,1995-11-05 00:00:00.000,2022-05-01 00:00:00.000,,,9674,1995,11,5,9674
US,14618.0,299,34.202.37.53,bcp-cuentas.herokuapp.com.,,,herokuapp.com,bcp-cuentas,3.8441065448145375,0.0,12,CA,2010-09-19 05:55:31.000,2023-09-19 05:55:31.000,"MarkMonitor, Inc.","Salesforce.com, Inc.",4241,2010,9,19,4748
US,22612.0,1799,198.54.117.200,sms-id010491088.com.,,,com,sms-id010491088,3.5841837197791886,0.45,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,192.185.103.105,studentlounge.pk.,,,pk,studentlounge,3.499227547132693,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.18.43.121,www82.presentedacasahoje.com.,,,com,www82.presentedacasahoje,3.883337460421007,0.0689655172413793,25,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,22611.0,599,192.145.237.232,creditbarbie.com.,,,com,creditbarbie,3.381580488309164,0.0,13,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,29119.0,21599,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
ZA,328239.0,3094,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,328239.0,3475,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,328239.0,3475,102.177.158.224,canblog.co.za.,,,co.za,canblog,3.039148671903071,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
VN,45899.0,359,202.92.6.33,thietkeshopthoitrang.net.,,,net,thietkeshopthoitrang,3.479079570624174,0.0,21,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,14399,93.158.239.35,secure.runescape.com-li.in.,,,in,secure.runescape.com-li,3.6158175946759337,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,14399,93.158.239.35,secure.runescape.com-li.in.,,,in,secure.runescape.com-li,3.6158175946759337,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,60503.0,14395,93.158.239.35,secure.runescape.com-li.in.,,,in,secure.runescape.com-li,3.6158175946759337,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
ZA,37611.0,7259,197.242.144.38,pure-edge.co.za.,,,co.za,pure-edge,3.4056390622295662,0.0,10,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
RO,5588.0,14399,95.214.135.220,www.acropole.ro.,,Net Design SRL,ro,www.a,2.98345859334435,0.0,6,,2019-01-24 00:00:00.000,2023-01-23 00:00:00.000,H88 Web Hosting S.R.L.,,1193,2019,1,24,1460
US,15169.0,3599,172.217.1.1,juneneo.blogspot.com.,,,blogspot.com,juneneo,3.594465636961451,0.0,8,CA,2000-07-31 21:38:58.000,2022-07-31 21:38:58.000,"MarkMonitor, Inc.",Google LLC,7943,2000,7,31,8035
US,15169.0,3599,172.217.1.1,juneneo.blogspot.com.,,,blogspot.com,juneneo,3.594465636961451,0.0,8,,2000-07-31 21:38:58.000,2022-07-31 21:38:58.000,MarkMonitor Inc.,,7943,2000,7,31,8035
US,15169.0,299,172.217.165.13,accounts.google.com.,,,com,accounts.google,3.346439344671015,0.0,16,,1997-09-15 04:00:00.000,2028-09-14 04:00:00.000,MarkMonitor Inc.,,8993,1997,9,15,11322
US,26496.0,10799,107.180.2.95,www.ronatec.com.br.,,,com.br,www.ronatec,3.2608281712244547,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,14210,104.20.13.136,2m.ma.,,,ma,2m,1.918295834054489,0.1666666666666666,3,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,14208,104.20.13.136,2m.ma.,,,ma,2m,1.918295834054489,0.1666666666666666,3,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,16509.0,14399,13.210.124.208,ivangencheff.com.au.,,,com.au,ivangencheff,3.5841837197791886,0.0,13,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BR,27715.0,3599,186.202.153.171,imobiliariauniao.com.br.,,,com.br,imobiliariauniao,3.2568665431825226,0.0,17,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,14132,104.20.13.136,2m.ma.,,,ma,2m,1.918295834054489,0.1666666666666666,3,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,29119.0,21426,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
ZA,328239.0,3599,102.177.158.224,kotze-groep.co.za.,,,co.za,kotze-groep,3.419381945646371,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NL,29119.0,21422,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21341,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21599,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21336,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21598,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21598,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
NL,29119.0,21335,5.57.226.202,bankofamericax13.webcindario.com.,,,com,bankofamericax13.webcindario,3.9225895736416696,0.0606060606060606,29,,2001-02-28 12:45:04.000,2023-02-28 12:45:04.000,Tucows Domains Inc.,,7731,2001,2,28,8035
RO,5588.0,14399,188.241.222.221,alpreco.ro.,,Awesome Projects SRL,ro,alpreco,2.913977073182752,0.0,8,,2011-11-01 00:00:00.000,2022-10-31 00:00:00.000,Awesome Projects SRL,,3834,2011,11,1,4017
FR,12876.0,1799,51.15.25.65,f140faf9-0dd4-4360-bba8-0520817ffd28.htmlpasta.com.,,,com,f140faf9-0dd4-4360-bba8-0520817ffd28.htmlpasta,4.334409048686645,0.392156862745098,47,,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,"NameCheap, Inc.",,1995,2016,11,12,2191
FR,12876.0,1799,51.15.25.65,4bacc67e-809f-4c2e-9d66-2b8ea7a431a3.htmlpasta.com.,,,com,4bacc67e-809f-4c2e-9d66-2b8ea7a431a3.htmlpasta,4.36792877308952,0.3529411764705882,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
FR,12876.0,1376,51.15.25.65,47089ffb-b84d-4f8c-beeb-245caad9ecbf.htmlpasta.com.,,,com,47089ffb-b84d-4f8c-beeb-245caad9ecbf.htmlpasta,4.223909597247434,0.2549019607843137,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
FR,12876.0,1799,51.15.25.65,34b20b5a-eb70-470a-ac24-2da82b8a4b6f.htmlpasta.com.,,,com,34b20b5a-eb70-470a-ac24-2da82b8a4b6f.htmlpasta,4.206329264850576,0.3529411764705882,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
FR,12876.0,1799,51.15.25.65,34b20b5a-eb70-470a-ac24-2da82b8a4b6f.htmlpasta.com.,,,com,34b20b5a-eb70-470a-ac24-2da82b8a4b6f.htmlpasta,4.206329264850576,0.3529411764705882,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
VN,45538.0,3599,112.78.2.252,standeequangcao.vn.,,,vn,standeequangcao,3.536886723742166,0.0,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
